file,psnr,ssim,lpips
001783.npy,25.93941227713119,0.6367692358745252,0.1314655840396881
001844.npy,23.965167242511917,0.5455051195804905,0.16407011449337006
001864.npy,29.545043389436895,0.6789651182767152,0.13244670629501343
001895.npy,29.653639878656406,0.8298055783539265,0.0907386839389801
001993.npy,30.761242522806786,0.6739207432422638,0.09355011582374573
001995.npy,25.47018713167152,0.8059235916185379,0.05529571697115898
002017.npy,25.33346832008974,0.6939418571469486,0.1853475123643875
002031.npy,28.251225892274622,0.5874886328549161,0.2137792855501175
002102.npy,30.237248344615683,0.6727855394400358,0.16916273534297943
002127.npy,27.22083597538937,0.6642865468564332,0.14624646306037903
002129.npy,29.649911699545545,0.7653422108221054,0.14383195340633392
002256.npy,25.8375232797951,0.40691054362845513,0.16121622920036316
002323.npy,25.943052761294055,0.8686615426094532,0.07937505841255188
002333.npy,25.47644197281302,0.3981764501945376,0.159148707985878
002436.npy,22.59177665887288,0.4815526394285932,0.21624207496643066
002539.npy,21.780972685285246,0.63100345431545,0.1660735011100769
002642.npy,28.746849366893414,0.5935366751827001,0.12967973947525024
002674.npy,28.059050204950474,0.5357204344823361,0.1073816642165184
002734.npy,26.762457706277047,0.8102509686613958,0.08321252465248108
002781.npy,27.16300808348658,0.784140120839715,0.12461335211992264
002936.npy,30.92782072520152,0.8674837825930544,0.08234108984470367
003021.npy,21.423420014261197,0.7975503186816648,0.11216840147972107
003041.npy,29.506816138416877,0.6729134143081382,0.1870870739221573
003190.npy,33.3191284653146,0.8844530120006651,0.08677113801240921
003209.npy,28.601208672763203,0.8281411701904088,0.09576287120580673
003325.npy,33.8354579772974,0.8756443772134781,0.06632787734270096
003388.npy,33.85060801800969,0.84062985024786,0.056818798184394836
003458.npy,26.85490839882149,0.8271326331924796,0.1295803189277649
003535.npy,21.611091020250196,0.4872383848974031,0.1434754580259323
003572.npy,24.274638894341606,0.7102364970536623,0.16734133660793304
003644.npy,21.95553845775749,0.6385824552797675,0.14471611380577087
003674.npy,24.427704536609816,0.7632850471570641,0.13510170578956604
003720.npy,26.593406771582842,0.7620288517703805,0.09935024380683899
003730.npy,26.22708071823255,0.7316025173522607,0.09954312443733215
003792.npy,31.480552199756595,0.7061620246787071,0.07165217399597168
003949.npy,25.28857354696717,0.510319109394935,0.10194858908653259
